time,citycode,cityname,index,last_index,index_level,speed,city_coords,provincecode,provincename,weekRate
201903250925,100,拉萨,1.65,1.59,2,25.32,"10143656.46,3437319.30",13,西藏,0.038
201903250925,36,兰州,1.65,1.63,2,25.53,"11559618.74,4284497.52",6,甘肃,0.012
201903250925,104,昆明,1.64,1.86,2,26.34,"11448183.93,2843599.61",28,云南,-0.118
201903250925,148,秦皇岛,1.64,1.53,2,30.22,"13314644.33,4829720.42",25,河北,0.072
201903250925,301,惠州,1.63,1.51,2,25.56,"12737687.42,2629176.06",7,广东,0.079
201903250925,187,中山,1.62,1.65,2,28.10,"12623658.84,2557831.51",7,广东,-0.018
201903250925,262,遵义,1.62,1.70,2,26.62,"11903929.90,3195131.30",24,贵州,-0.047
201903250925,150,石家庄,1.62,1.53,2,31.61,"12748538.99,4559724.44",25,河北,0.059
201903250925,176,太原,1.61,1.55,2,29.97,"12529930.90,4535569.28",10,山西,0.039
201903250925,265,唐山,1.59,1.52,2,31.78,"13156663.86,4785771.15",25,河北,0.046
201903250925,364,上饶,1.58,1.79,2,27.58,"13130279.90,3286654.94",31,江西,-0.117
201903250925,307,保定,1.58,1.46,2,30.84,"12854318.52,4677433.40",25,河北,0.082
201903250925,224,苏州,1.58,1.33,2,29.12,"13424120.33,3649961.01",18,江苏,0.188
201903250925,167,大连,1.58,1.63,2,25.49,"13538978.63,4683030.35",19,辽宁,-0.031
201903250925,79,乐山,1.57,1.90,2,27.50,"11551964.13,3425607.32",32,四川,-0.174
201903250925,303,汕头,1.57,1.54,2,24.34,"12989872.35,2658432.29",7,广东,0.019
201903250925,194,厦门,1.55,1.56,2,29.29,"13146520.15,2794850.59",16,福建,-0.006
201903250925,355,大同,1.55,1.33,2,27.90,"12613353.15,4850172.87",10,山西,0.165
201903250925,240,绵阳,1.55,1.57,2,29.23,"11653737.32,3671864.49",32,四川,-0.013
201903250925,125,海口,1.55,1.43,2,25.91,"12268256.50,2264181.59",21,海南,0.084
201903250925,286,济宁,1.54,1.52,2,26.48,"12979309.45,4196147.53",8,山东,0.013
201903250925,332,天津,1.54,1.55,2,31.80,"13047444.58,4707506.67",332,天津,-0.006
201903250925,191,廊坊,1.54,1.54,2,33.41,"12990050.62,4772368.93",25,河北,0
201903250925,178,温州,1.54,1.62,2,27.34,"13437062.10,3228868.44",29,浙江,-0.049
201903250925,291,南充,1.53,1.40,2,27.12,"11813044.63,3590307.23",32,四川,0.093
201903250925,264,张家口,1.51,1.55,2,32.66,"12790099.15,4959124.69",25,河北,-0.026
201903250925,330,遂宁,1.51,1.58,2,27.51,"11755371.73,3551132.57",32,四川,-0.044
201903250925,365,赣州,1.49,1.47,1,28.09,"12795341.80,2960138.22",31,江西,0.014
201903250925,201,潮州,1.49,1.46,1,28.79,"12983270.08,2695083.18",7,广东,0.021
201903250925,261,南宁,1.49,1.36,1,29.36,"12064197.51,2593908.90",17,广西,0.096
201903250925,153,洛阳,1.47,1.50,1,27.01,"12519129.85,4088448.61",30,河南,-0.02
201903250925,288,济南,1.46,1.56,1,30.25,"13024668.93,4367677.68",8,山东,-0.064
201903250925,208,衡水,1.46,1.50,1,33.60,"12877238.34,4517087.91",25,河北,-0.027
201903250925,360,银川,1.46,1.47,1,29.30,"11826597.44,4622376.14",20,宁夏回族自治区,-0.007
201903250925,308,周口,1.46,1.63,1,29.08,"12768866.67,3955605.11",30,河南,-0.104
201903250925,162,淮安,1.45,1.36,1,28.22,"13249660.33,3953517.97",18,江苏,0.066
201903250925,317,无锡,1.44,1.39,1,34.14,"13393990.44,3674896.25",18,江苏,0.036
201903250925,151,邯郸,1.43,1.40,1,33.44,"12751319.79,4362095.84",25,河北,0.021
201903250925,346,扬州,1.43,1.39,1,30.15,"13293818.84,3792807.67",18,江苏,0.029
201903250925,259,揭阳,1.42,1.27,1,28.91,"12955416.43,2682139.69",7,广东,0.118
201903250925,54,延边,1.41,1.35,1,29.50,"14417767.78,5266979.76",9,吉林,0.044
201903250925,139,茂名,1.41,1.42,1,28.16,"12349002.86,2455917.94",7,广东,-0.007
201903250925,342,黔东南,1.40,1.23,1,29.71,"12021589.68,3053023.60",24,贵州,0.138
201903250925,266,邢台,1.40,1.37,1,34.63,"12747432.55,4423795.06",25,河北,0.022
201903250925,154,商丘,1.40,1.47,1,30.18,"12875663.83,4061012.59",30,河南,-0.048
201903250925,326,烟台,1.39,1.39,1,32.98,"13520391.89,4478567.99",8,山东,0
201903250925,293,绍兴,1.39,1.43,1,32.31,"13423793.15,3486661.08",29,浙江,-0.028
201903250925,245,舟山,1.38,1.28,1,33.20,"13604985.98,3480850.71",29,浙江,0.078
201903250925,137,韶关,1.38,1.44,1,31.75,"12646449.94,2835086.87",7,广东,-0.042
201903250925,305,柳州,1.37,1.27,1,29.08,"12180931.66,2776093.62",17,广西,0.079
201903250925,180,宁波,1.36,1.43,1,31.47,"13531775.58,3466675.15",29,浙江,-0.049
201903250925,255,漳州,1.36,1.41,1,31.41,"13097306.62,2798910.77",16,福建,-0.035
201903250925,229,包头,1.36,1.35,1,31.30,"12228217.87,4934749.35",22,内蒙古自治区,0.007
201903250925,155,许昌,1.36,1.36,1,29.16,"12674841.94,4010267.02",30,河南,0
201903250925,161,南通,1.35,1.40,1,35.42,"13458706.40,3738531.15",18,江苏,-0.036
201903250925,186,宜宾,1.35,1.84,1,31.27,"11649500.33,3324086.52",32,四川,-0.266
201903250925,234,临沂,1.35,1.51,1,31.42,"13176251.17,4154108.34",8,山东,-0.106
201903250925,236,青岛,1.34,1.43,1,32.35,"13401837.54,4285189.34",8,山东,-0.063
201903250925,210,开封,1.34,1.37,1,32.24,"12725504.05,4112520.03",30,河南,-0.022
201903250925,361,玉林,1.34,1.33,1,30.06,"12266142.07,2574421.71",17,广西,0.008
201903250925,66,西宁,1.34,1.32,1,33.27,"11330696.32,4361026.15",11,青海,0.015
201903250925,351,辽阳,1.33,1.33,1,31.82,"13719578.13,5024455.91",19,辽宁,0
201903250925,198,湛江,1.33,1.34,1,33.44,"12285964.33,2409313.63",7,广东,-0.007
201903250925,244,台州,1.32,1.42,1,34.20,"13517338.48,3312052.08",29,浙江,-0.07
201903250925,353,菏泽,1.32,1.34,1,32.21,"12856171.36,4171584.19",8,山东,-0.015
201903250925,235,滨州,1.32,1.30,1,32.50,"13133527.36,4467194.49",8,山东,0.015
201903250925,267,安阳,1.31,1.30,1,33.04,"12735043.78,4289480.73",30,河南,0.008
201903250925,302,江门,1.31,1.23,1,37.84,"12589053.91,2565285.42",7,广东,0.065
201903250925,199,阳江,1.31,1.18,1,35.11,"12466699.79,2479199.48",7,广东,0.11
201903250925,287,潍坊,1.31,1.32,1,35.60,"13265880.80,4373425.72",8,山东,-0.008
201903250925,269,驻马店,1.30,1.33,1,31.04,"12693840.12,3874135.57",30,河南,-0.023
201903250925,152,新乡,1.30,1.33,1,33.34,"12683140.43,4181023.18",30,河南,-0.023
201903250925,223,盐城,1.30,1.34,1,34.23,"13377206.96,3918849.25",18,江苏,-0.03
201903250925,130,安庆,1.29,1.23,1,32.50,"13032328.73,3552346.35",23,安徽,0.049
201903250925,283,鄂尔多斯,1.29,1.30,1,35.48,"12221600.87,4782598.19",22,内蒙古自治区,-0.008
201903250925,348,常州,1.28,1.25,1,33.16,"13356273.65,3716551.52",18,江苏,0.024
201903250925,334,嘉兴,1.28,1.38,1,35.51,"13443315.62,3578394.42",29,浙江,-0.072
201903250925,292,丽水,1.27,1.25,1,30.94,"13350636.44,3288181.06",29,浙江,0.016
201903250925,215,鹤壁,1.27,1.29,1,31.77,"12724406.45,4241442.59",30,河南,-0.016
201903250925,258,云浮,1.27,1.30,1,34.93,"12473600.95,2605695.21",7,广东,-0.023
201903250925,160,镇江,1.26,1.30,1,33.42,"13295197.79,3766049.16",18,江苏,-0.031
201903250925,325,泰安,1.25,1.28,1,37.28,"13035085.64,4303516.59",8,山东,-0.023
201903250925,366,聊城,1.25,1.32,1,33.85,"12912319.45,4338843.70",8,山东,-0.053
201903250925,197,清远,1.25,1.32,1,33.47,"12586210.09,2698142.83",7,广东,-0.053
201903250925,243,衢州,1.24,1.23,1,36.72,"13233890.59,3347356.77",29,浙江,0.008
201903250925,354,淄博,1.24,1.23,1,35.44,"13142661.64,4388087.46",8,山东,0.008
201903250925,347,连云港,1.24,1.27,1,31.77,"13272719.50,4085481.95",18,江苏,-0.024
201903250925,341,贵港,1.24,1.25,1,32.57,"12201211.44,2629479.32",17,广西,-0.008
201903250925,344,漯河,1.23,1.24,1,33.81,"12693146.01,3949717.58",30,河南,-0.008
201903250925,338,肇庆,1.22,1.24,1,39.07,"12520436.40,2621544.92",7,广东,-0.016
201903250925,294,湖州,1.22,1.28,1,41.88,"13369011.43,3597497.50",29,浙江,-0.047
201903250925,333,金华,1.22,1.23,1,31.90,"13319970.32,3365439.56",29,浙江,-0.008
201903250925,105,楚雄,1.21,1.22,1,30.85,"11302845.30,2863781.61",28,云南,-0.008
201903250925,372,德州,1.20,1.19,1,36.72,"12953925.37,4474580.65",8,山东,0.008
201903250925,323,咸阳,1.20,1.35,1,38.25,"12102309.35,4049630.47",27,陕西,-0.111
201903250925,121,三亚,1.18,1.20,1,40.94,"12191692.57,2054288.40",21,海南,-0.017
201903250925,249,曲靖,1.17,1.17,1,33.99,"11555387.73,2918272.23",28,云南,0
201903250925,112,保山,1.14,1.15,1,30.58,"11039492.89,2871929.08",28,云南,-0.009
201903250925,213,平顶山,1.12,1.15,1,41.79,"12601384.97,3974262.89",30,河南,-0.026
201903250925,170,渭南,1.11,1.13,1,39.25,"12191480.30,4072477.69",27,陕西,-0.018
201903250925,106,玉溪,1.11,1.15,1,35.64,"11416349.87,2779251.63",28,云南,-0.035
201903250925,200,河源,1.03,1.06,1,44.52,"12769274.62,2705589.22",7,广东,-0.028
201903250925,278,宜春,0.98,0.98,1,52.75,"12737613.38,3206187.04",31,江西,0
